Index,Incoming Calls,Answered Calls,Answer Rate,Abandoned Calls,Answer Speed (AVG),Talk Duration (AVG),Waiting Time (AVG),Service Level (20 Seconds),Status
1066,230,217,94.35%,13,00:00:27,00:02:39,00:02:03,57.21%,No
1067,174,168,96.55%,6,00:00:24,00:02:57,00:02:54,69.59%,No
1068,240,185,77.08%,55,00:01:00,00:03:02,00:05:00,29.79%,Yes
1069,35,27,77.14%,8,00:00:48,00:02:56,00:03:53,43.33%,Yes
1070,198,179,90.40%,19,00:00:27,00:02:41,00:09:40,60.10%,No
1071,189,181,95.77%,8,00:00:19,00:02:59,00:02:44,71.43%,No
1072,229,219,95.63%,10,00:00:30,00:03:15,00:06:25,59.21%,No
1073,254,235,92.52%,19,00:00:27,00:02:56,00:03:52,59.68%,Yes
1074,584,521,89.21%,63,00:00:29,00:02:16,00:04:21,58.30%,No
1075,564,551,97.70%,13,00:00:12,00:01:40,00:01:46,83.96%,No
1076,150,149,99.33%,1,00:00:10,00:01:40,00:02:11,89.33%,No
1077,521,499,95.78%,22,00:00:23,00:01:36,00:03:04,70.93%,No
1078,330,309,93.64%,21,00:00:21,00:03:19,00:06:32,69.54%,No
1079,298,288,96.64%,10,00:00:13,00:03:20,00:04:03,84.75%,No
1080,294,287,97.62%,7,00:00:14,00:03:28,00:03:19,82.25%,No
1081,261,253,96.93%,8,00:00:10,00:03:03,00:05:48,89.96%,Yes
1082,223,210,94.17%,13,00:00:16,00:03:07,00:05:23,80.09%,Yes
1083,59,58,98.31%,1,00:00:21,00:03:41,00:03:12,74.58%,No
1084,340,327,96.18%,13,00:00:21,00:01:55,00:03:46,77.61%,Yes
1085,287,280,97.56%,7,00:00:13,00:03:05,00:01:56,84.32%,No
1086,269,257,95.54%,12,00:00:16,00:03:04,00:03:49,82.02%,No
1087,270,261,96.67%,9,00:00:12,00:03:06,00:04:29,85.87%,Yes
1088,285,273,95.79%,12,00:00:12,00:03:14,00:02:53,85.36%,Yes
1089,251,229,91.24%,22,00:00:22,00:02:59,00:03:06,73.06%,Yes
1090,47,47,100.00%,0,00:00:13,00:03:03,00:01:29,87.23%,No
1091,233,225,96.57%,8,00:00:13,00:03:02,00:01:57,84.72%,No
1092,257,248,96.50%,9,00:00:14,00:03:14,00:03:42,83.40%,No
1093,245,234,95.51%,11,00:00:11,00:03:01,00:01:56,85.95%,Yes
1094,267,265,99.25%,2,00:00:05,00:02:59,00:01:13,97.36%,No
1095,231,224,96.97%,7,00:00:11,00:02:56,00:02:54,86.58%,Yes
1096,236,226,95.76%,10,00:00:19,00:03:04,00:03:06,75.00%,Yes
1097,81,78,96.30%,3,00:00:11,00:02:57,00:00:58,81.25%,No
1098,281,273,97.15%,8,00:00:11,00:03:02,00:03:21,88.49%,No
1099,399,387,96.99%,12,00:00:11,00:02:51,00:02:25,86.36%,No
1100,291,287,98.63%,4,00:00:11,00:02:36,00:03:38,87.97%,Yes
1101,290,281,96.90%,9,00:00:07,00:03:03,00:01:00,91.64%,No
1102,230,227,98.70%,3,00:00:08,00:03:06,00:01:12,91.67%,No
1103,236,216,91.53%,20,00:00:17,00:03:09,00:02:54,70.69%,No
1104,45,44,97.78%,1,00:00:05,00:02:45,00:01:56,93.33%,No
1105,249,238,95.58%,11,00:00:11,00:02:42,00:01:58,86.53%,No
1106,350,328,93.71%,22,00:00:28,00:02:31,00:02:28,58.26%,No
1107,361,306,84.76%,55,00:00:27,00:02:26,00:06:41,60.17%,Yes
1108,262,256,97.71%,6,00:00:13,00:02:50,00:02:54,86.15%,Yes
1109,302,288,95.36%,14,00:00:21,00:02:56,00:02:59,71.10%,Yes
1110,299,268,89.63%,31,00:00:28,00:02:49,00:02:58,55.41%,No
1111,50,49,98.00%,1,00:00:24,00:02:55,00:02:08,76.00%,No
1112,285,273,95.79%,12,00:00:21,00:02:49,00:03:30,76.16%,No
1113,77,75,97.40%,2,00:00:09,00:02:43,00:02:10,92.11%,No
1114,332,321,96.69%,11,00:00:17,00:02:58,00:03:34,80.66%,No
1115,282,266,94.33%,16,00:00:22,00:03:10,00:08:12,74.29%,Yes
1116,256,248,96.88%,8,00:00:14,00:03:00,00:03:52,82.35%,Yes
1117,177,176,99.44%,1,00:00:12,00:02:37,00:01:45,83.52%,No
1118,27,24,88.89%,3,00:00:13,00:02:15,00:01:08,74.07%,No
1119,307,305,99.35%,2,00:00:09,00:03:01,00:01:42,91.80%,No
1120,587,577,98.30%,10,00:00:10,00:02:08,00:01:56,91.94%,No
1121,270,265,98.15%,5,00:00:07,00:02:44,00:01:56,91.79%,No
1122,307,297,96.74%,10,00:00:14,00:02:59,00:02:55,82.24%,No
1123,242,238,98.35%,4,00:00:06,00:02:42,00:01:55,94.63%,Yes
1124,194,182,93.81%,12,00:00:12,00:02:57,00:01:36,81.15%,No
1125,21,21,100.00%,0,00:00:12,00:03:07,00:01:34,90.48%,Yes
1126,291,288,98.97%,3,00:00:07,00:02:46,00:01:24,93.79%,No
1127,516,479,92.83%,37,00:00:26,00:02:40,00:03:31,63.80%,No
1128,452,447,98.89%,5,00:00:06,00:02:04,00:03:52,94.44%,No
1129,375,375,100.00%,0,00:00:05,00:02:13,00:01:05,96.53%,No
1130,306,287,93.79%,19,00:00:19,00:02:15,00:04:50,76.32%,Yes
1131,241,235,97.51%,6,00:00:15,00:02:40,00:01:57,80.33%,Yes
1132,34,34,100.00%,0,00:00:18,00:03:01,00:02:08,85.29%,No
1133,248,238,95.97%,10,00:00:19,00:02:43,00:04:33,74.09%,No
1134,323,307,95.05%,16,00:00:13,00:02:42,00:03:28,82.70%,No
1135,260,257,98.85%,3,00:00:10,00:02:29,00:01:42,91.12%,No
1136,316,311,98.42%,5,00:00:10,00:02:41,00:02:54,87.54%,No
1137,60,59,98.33%,1,00:00:03,00:02:41,00:01:55,98.33%,No
1138,267,251,94.01%,16,00:00:19,00:02:27,00:07:44,75.56%,Yes
1139,30,29,96.67%,1,00:00:08,00:02:00,00:00:46,93.10%,Yes
1140,247,238,96.36%,9,00:00:13,00:02:35,00:02:54,83.33%,No
1141,376,365,97.07%,11,00:00:15,00:03:00,00:03:30,81.77%,No
1142,316,306,96.84%,10,00:00:13,00:02:55,00:01:58,82.80%,Yes
1143,310,304,98.06%,6,00:00:07,00:02:51,00:01:40,92.16%,Yes
1144,340,327,96.18%,13,00:00:23,00:02:55,00:02:34,71.34%,No
1145,306,289,94.44%,17,00:00:24,00:02:43,00:05:04,69.74%,No
1146,40,40,100.00%,0,00:00:05,00:02:46,00:00:51,97.50%,Yes
1147,378,370,97.88%,8,00:00:11,00:02:52,00:02:36,86.70%,Yes
1148,424,416,98.11%,8,00:00:14,00:02:54,00:03:41,83.89%,Yes
1149,356,353,99.16%,3,00:00:05,00:02:48,00:01:04,97.17%,Yes
1150,320,308,96.25%,12,00:00:10,00:02:33,00:03:24,88.99%,Yes
1151,351,341,97.15%,10,00:00:11,00:02:50,00:01:49,86.25%,No
1152,85,83,97.65%,2,00:00:13,00:02:47,00:03:44,85.88%,No
1153,44,43,97.73%,1,00:00:09,00:02:33,00:03:52,84.09%,Yes
1154,388,363,93.56%,25,00:00:19,00:03:06,00:02:54,75.20%,Yes
1155,283,280,98.94%,3,00:00:06,00:03:05,00:01:49,95.73%,No
1156,241,238,98.76%,3,00:00:05,00:02:55,00:03:16,96.67%,Yes
1157,280,273,97.50%,7,00:00:09,00:02:46,00:03:38,88.21%,Yes
1158,294,273,92.86%,21,00:00:26,00:03:16,00:02:44,61.77%,No
1159,290,246,84.83%,44,00:00:27,00:03:04,00:04:44,63.86%,No
1160,32,32,100.00%,0,00:00:06,00:02:43,00:01:10,96.88%,No
1161,270,263,97.41%,7,00:00:12,00:02:52,00:02:00,85.45%,No
1162,212,208,98.11%,4,00:00:08,00:02:43,00:02:34,91.00%,No
1163,246,238,96.75%,8,00:00:07,00:02:53,00:03:48,91.84%,No
1164,194,190,97.94%,4,00:00:08,00:02:43,00:03:34,92.78%,No
1165,179,176,98.32%,3,00:00:06,00:02:44,00:01:43,96.05%,Yes
1166,67,65,97.01%,2,00:00:09,00:02:36,00:01:59,89.55%,No
1167,27,27,100.00%,0,00:00:09,00:02:27,00:01:33,88.89%,Yes
1168,190,183,96.32%,7,00:00:09,00:02:38,00:02:54,87.83%,Yes
1169,213,205,96.24%,8,00:00:10,00:02:38,00:05:02,88.15%,Yes
1170,208,205,98.56%,3,00:00:04,00:02:36,00:02:53,97.09%,Yes
1171,166,165,99.40%,1,00:00:08,00:02:41,00:03:31,92.77%,No
1172,169,161,95.27%,8,00:00:18,00:02:52,00:03:37,73.96%,Yes
1173,175,167,95.43%,8,00:00:10,00:02:29,00:03:52,86.29%,No
1174,43,43,100.00%,0,00:00:04,00:02:42,00:00:29,100.00%,Yes
1175,24,24,100.00%,0,00:00:03,00:02:46,00:00:03,100.00%,Yes
1176,26,26,100.00%,0,00:00:05,00:02:52,00:00:58,92.31%,No
1177,42,41,97.62%,1,00:00:03,00:02:41,00:00:03,100.00%,Yes
1178,37,36,97.30%,1,00:00:05,00:02:24,00:04:50,94.59%,Yes
1179,60,60,100.00%,0,00:00:05,00:03:07,00:01:01,96.67%,Yes
1180,82,81,98.78%,1,00:00:03,00:02:24,00:00:58,97.56%,Yes
1181,31,31,100.00%,0,00:00:06,00:02:20,00:01:01,93.55%,No
1182,178,171,96.07%,7,00:00:16,00:02:43,00:02:06,76.14%,Yes
1183,183,175,95.63%,8,00:00:13,00:02:27,00:04:38,85.56%,No
1184,39,37,94.87%,2,00:00:03,00:02:53,00:00:58,97.37%,No
1185,170,167,98.24%,3,00:00:12,00:02:24,00:02:50,85.29%,No
1186,180,168,93.33%,12,00:00:12,00:02:46,00:04:29,83.15%,No
1187,24,24,100.00%,0,00:00:04,00:02:36,00:00:21,100.00%,Yes
1188,7,7,100.00%,0,00:00:33,00:02:39,00:01:33,42.86%,No
1189,181,181,100.00%,0,00:00:12,00:02:47,00:01:29,87.85%,No
1190,209,206,98.56%,3,00:00:05,00:02:42,00:00:58,95.17%,No
1191,180,179,99.44%,1,00:00:04,00:02:28,00:01:02,97.21%,Yes
1192,221,203,91.86%,18,00:00:12,00:02:43,00:02:55,87.32%,Yes
1193,254,248,97.64%,6,00:00:10,00:02:48,00:03:07,90.87%,No
1194,627,577,92.03%,50,00:00:41,00:02:39,00:05:20,47.81%,Yes
1195,167,159,95.21%,8,00:00:18,00:03:10,00:03:55,76.05%,No
1196,599,554,92.49%,45,00:00:25,00:02:35,00:04:50,63.56%,No
1197,304,300,98.68%,4,00:00:07,00:02:35,00:02:55,92.41%,No
1198,267,260,97.38%,7,00:00:08,00:02:56,00:01:54,90.91%,No
1199,286,281,98.25%,5,00:00:11,00:02:40,00:02:54,86.97%,Yes
1200,196,192,97.96%,4,00:00:13,00:02:43,00:02:06,85.64%,Yes
1201,191,189,98.95%,2,00:00:11,00:03:00,00:02:34,88.42%,No
1202,60,60,100.00%,0,00:00:06,00:01:58,00:00:59,96.67%,Yes
1203,215,207,96.28%,8,00:00:10,00:02:40,00:01:44,90.43%,Yes
1204,221,213,96.38%,8,00:00:08,00:02:35,00:01:47,90.45%,Yes
1205,201,193,96.02%,8,00:00:03,00:02:46,00:00:58,98.45%,No
1206,205,202,98.54%,3,00:00:05,00:02:48,00:01:09,96.06%,Yes
1207,201,194,96.52%,7,00:00:14,00:02:44,00:02:29,84.26%,Yes
1208,140,132,94.29%,8,00:00:07,00:01:51,00:01:56,92.48%,Yes
1209,29,28,96.55%,1,00:00:13,00:03:09,00:01:47,82.76%,Yes
1210,398,372,93.47%,26,00:00:21,00:02:51,00:04:13,72.52%,Yes
1211,255,249,97.65%,6,00:00:15,00:03:01,00:02:09,83.33%,No
1212,283,278,98.23%,5,00:00:17,00:02:38,00:01:59,79.57%,No
1213,230,222,96.52%,8,00:00:21,00:02:46,00:02:45,72.25%,Yes
1214,185,183,98.92%,2,00:00:10,00:03:15,00:01:20,89.73%,Yes
1215,197,194,98.48%,3,00:00:13,00:02:49,00:02:01,82.65%,No
1216,15,14,93.33%,1,00:00:12,00:03:14,00:01:48,86.67%,No
1217,230,228,99.13%,2,00:00:07,00:02:47,00:01:01,93.89%,Yes
1218,232,224,96.55%,8,00:00:12,00:02:51,00:01:34,86.46%,No
1219,237,231,97.47%,6,00:00:11,00:03:01,00:01:59,87.71%,Yes
1220,42,39,92.86%,3,00:00:17,00:02:51,00:01:40,78.57%,Yes
1221,215,211,98.14%,4,00:00:06,00:03:06,00:02:54,94.81%,No
1222,153,152,99.35%,1,00:00:04,00:02:35,00:00:55,98.69%,Yes
1223,39,39,100.00%,0,00:00:14,00:03:42,00:01:37,84.62%,No
1224,334,322,96.41%,12,00:00:17,00:02:56,00:02:18,77.13%,No
1225,236,225,95.34%,11,00:00:13,00:02:53,00:01:56,85.09%,No
1226,186,182,97.85%,4,00:00:08,00:02:38,00:02:10,95.11%,Yes
1227,202,197,97.52%,5,00:00:13,00:02:33,00:01:56,87.00%,No
1228,185,182,98.38%,3,00:00:08,00:02:49,00:02:33,90.27%,No
1229,38,38,100.00%,0,00:00:04,00:03:26,00:00:57,97.37%,Yes
1230,25,24,96.00%,1,00:00:03,00:02:44,00:00:46,96.00%,No
1231,203,195,96.06%,8,00:00:08,00:02:38,00:08:34,88.56%,Yes
1232,296,292,98.65%,4,00:00:04,00:02:40,00:00:58,98.63%,Yes
1233,233,223,95.71%,10,00:00:09,00:02:47,00:01:46,87.83%,No
1234,198,194,97.98%,4,00:00:08,00:02:42,00:01:43,91.79%,Yes
1235,181,179,98.90%,2,00:00:04,00:02:39,00:00:48,99.44%,Yes
1236,166,162,97.59%,4,00:00:06,00:02:39,00:01:01,93.87%,No
1237,19,19,100.00%,0,00:00:03,00:02:27,00:00:03,100.00%,No
1238,196,181,92.35%,15,00:00:14,00:02:37,00:02:36,78.13%,Yes
1239,176,172,97.73%,4,00:00:16,00:02:30,00:02:56,79.43%,No
1240,221,209,94.57%,12,00:00:12,00:02:42,00:02:50,83.87%,Yes
1241,196,191,97.45%,5,00:00:14,00:02:51,00:05:54,86.01%,No
1242,211,202,95.73%,9,00:00:15,00:02:46,00:02:54,79.33%,Yes
1243,201,194,96.52%,7,00:00:16,00:02:49,00:03:28,81.41%,No
1244,23,22,95.65%,1,00:00:10,00:03:02,00:01:02,82.61%,No
1245,225,210,93.33%,15,00:00:10,00:02:37,00:03:37,85.91%,No
1246,202,195,96.53%,7,00:00:11,00:02:47,00:01:52,86.80%,No
1247,191,184,96.34%,7,00:00:07,00:02:50,00:01:56,92.55%,No
1248,212,209,98.58%,3,00:00:10,00:02:51,00:01:45,89.10%,No
1249,210,203,96.67%,7,00:00:12,00:03:22,00:03:52,85.24%,Yes
1250,167,159,95.21%,8,00:00:16,00:03:16,00:02:42,83.03%,No
1251,12,11,91.67%,1,00:00:03,00:02:12,00:00:58,91.67%,Yes
